"","accommod","account","action","activ","addit","adjust","agenc","anticip","appropri","assess","balanc","ben","bernank","board","brainard","busi","chair","chairman","charl","close","committe","condit","consist","continu","current","daniel","debt","decid","declin","determin","develop","dudley","econom","economi","employ","energi","expand","expect","feder","financi","fix","fomc","foster","fund","futur","gain","goal","governor","gradual","growth","help","hold","hous","household","howev","improv","includ","incom","increas","indic","inflat","inform","intern","invest","issu","janet","jerom","job","john","judg","keep","labor","lael","level","like","longer","longerterm","low","maintain","mandat","market","maximum","measur","medium","met","moder","monetari","monitor","month","mortgageback","note","object","open","outlook","pace","percent","polici","powel","pressur","price","promot","randal","rang","rate","read","receiv","recent","reflect","relat","remain","reserv","risk","run","sector","secur","seek","sinc","size","spend","stabil","stanc","statutori","support","sustain","system","take","target","term","time","today","treasuri","unemploy","vice","vote","warrant","wide","will","william","year","yellen","egrowth"
"140","1","1","2","3","0","2","0","0","0","2","1","0","0","1","1","1","1","1","1","0","9","6","0","2","0","0","0","1","2","1","3","1","7","1","3","1","2","9","8","1","1","1","1","6","1","1","1","1","2","1","0","0","0","1","1","0","1","1","1","2","13","3","1","1","1","1","1","1","0","0","0","5","1","1","1","1","1","1","1","1","6","2","3","1","1","2","3","2","2","0","1","2","1","3","1","6","3","1","1","1","0","1","4","8","1","1","2","0","2","5","1","1","2","0","0","1","1","1","1","2","2","1","1","1","1","1","3","2","2","0","0","1","1","1","1","1","8","1","1","1","up"
"141","2","1","2","2","0","2","3","1","0","2","1","0","0","1","1","1","1","1","1","2","11","6","0","5","0","1","1","1","0","1","2","1","7","0","2","1","2","8","9","3","1","1","1","7","1","1","1","1","2","0","1","2","0","1","1","0","1","1","2","3","12","3","1","1","1","1","1","1","0","0","1","5","1","3","1","1","2","1","3","1","6","2","3","1","1","3","3","2","1","2","1","2","1","2","2","6","5","1","1","2","0","0","4","7","1","1","2","0","2","4","1","1","2","0","4","1","1","1","1","2","2","1","1","1","1","1","3","1","2","0","1","1","1","1","1","1","9","1","0","1","up"
"142","0","0","3","0","0","0","0","0","0","0","1","1","1","3","0","0","0","2","0","0","3","0","0","0","1","0","0","1","0","0","0","0","3","0","0","2","0","1","4","0","0","1","1","1","0","1","0","2","0","4","1","1","0","0","0","0","0","0","2","0","3","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","2","2","0","1","3","0","1","0","2","0","0","0","1","1","1","2","1","0","0","0","0","0","0","0","1","0","0","0","2","1","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","up"
"143","1","1","1","2","0","1","0","0","0","2","0","0","0","1","1","1","0","2","0","1","6","5","1","2","0","0","0","1","1","1","0","1","4","0","2","1","0","5","5","1","1","1","1","3","1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","3","8","2","1","1","1","0","1","1","1","0","0","5","1","0","0","0","1","0","0","1","6","2","1","1","1","0","2","0","2","0","1","3","1","1","0","5","2","1","1","1","0","1","4","5","1","1","2","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","2","1","1","3","1","1","0","0","1","1","0","0","1","3","1","0","0","up"
"144","0","0","1","0","0","1","0","2","0","0","0","1","1","1","0","1","0","2","2","1","11","2","4","7","1","1","0","1","0","0","1","1","5","0","3","1","1","3","4","1","0","1","2","2","0","0","0","1","1","0","2","4","1","1","1","1","1","1","2","1","11","2","0","2","0","1","0","0","0","1","0","1","0","5","1","1","2","3","2","3","2","2","2","0","2","1","1","1","1","0","0","0","1","1","2","1","3","0","0","6","1","0","1","4","0","1","2","0","1","2","1","0","1","1","4","1","3","1","1","2","0","1","1","0","1","0","1","0","2","1","1","1","1","1","1","0","6","1","0","1","up"
"145","1","2","1","1","1","1","6","0","0","1","2","0","0","0","0","0","0","0","0","0","11","0","2","5","0","0","2","0","0","0","1","0","0","0","0","0","0","1","12","0","0","1","1","2","0","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","7","0","1","0","0","0","5","1","3","4","0","0","5","0","0","2","7","0","1","0","0","0","1","5","0","1","1","0","0","2","15","1","0","0","8","0","0","0","0","0","1","0","1","0","3","0","1","1","1","0","7","0","0","2","0","0","3","0","2","0","flat"
"146","4","1","1","2","0","0","6","2","4","4","2","0","0","1","1","1","1","1","1","1","25","7","4","5","5","1","1","2","0","1","3","1","7","2","7","0","1","5","5","3","1","1","1","3","1","0","2","1","1","2","2","4","1","1","1","6","1","2","0","3","15","4","0","1","0","1","1","0","0","2","1","9","1","2","3","1","5","0","4","3","11","5","3","1","1","2","2","2","6","5","0","5","1","4","6","5","7","1","2","3","1","0","3","6","1","1","1","0","0","6","1","2","3","1","9","1","2","0","1","3","1","1","4","0","1","2","3","1","3","1","4","1","1","1","1","1","13","1","0","1","up"
"147","1","0","2","0","0","1","3","4","1","0","0","1","1","1","0","1","0","2","0","0","10","2","4","3","1","1","1","2","2","0","0","1","6","1","1","0","1","3","5","1","1","1","1","3","0","0","0","1","1","1","1","4","1","1","0","1","0","0","2","0","6","1","0","1","0","1","0","0","1","2","1","1","0","3","2","0","1","3","2","4","3","1","0","1","1","2","2","0","2","2","0","0","1","2","0","1","3","0","0","4","1","0","1","8","0","1","3","0","0","3","1","1","1","1","5","1","1","1","1","2","1","1","1","0","1","0","1","0","1","1","1","2","1","2","2","0","4","2","0","1","up"
"148","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","4","1","0","0","0","0","0","1","0","0","1","0","5","0","0","1","0","1","3","2","0","1","1","1","0","0","0","1","0","5","1","0","1","1","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","4","0","1","0","0","2","2","1","0","0","0","0","1","1","0","0","2","0","0","2","2","1","0","1","0","0","1","1","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","1","1","0","0","0","1","0","0","2","0","2","0","down"
"149","2","0","3","0","0","0","3","3","1","0","0","1","1","0","0","1","0","2","0","0","11","2","3","6","2","1","1","2","2","0","0","1","5","1","2","0","1","3","4","2","1","1","1","2","0","0","0","1","1","2","2","2","1","1","1","2","0","0","0","0","5","1","0","1","0","1","1","0","1","2","1","1","0","2","1","0","2","2","2","3","3","1","0","2","1","2","2","0","1","2","0","0","1","2","2","1","3","1","1","3","1","0","1","8","0","1","1","1","0","6","1","1","1","1","5","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","0","2","2","6","1","up"
"150","0","1","1","2","0","1","0","0","0","3","1","0","0","1","1","1","0","2","0","0","7","4","1","3","0","0","0","1","0","1","1","0","6","0","2","1","0","4","5","2","1","1","1","3","1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","3","8","2","1","1","1","0","1","1","1","2","0","4","1","0","0","0","1","1","0","1","5","2","1","1","1","1","1","1","2","0","1","3","1","1","1","3","1","1","1","1","0","1","4","5","1","1","1","0","1","2","1","1","0","0","0","1","1","1","1","1","0","1","0","1","1","1","3","1","1","0","0","1","1","0","0","1","4","1","1","0","up"
